FIFO scheduling:Number of processes: 10000
Total elapsed time (for the scheduler): 0
Throughput (Number of processes executed in units of CPU burst time): inf
CPU utilization: -nan
Average waiting time (in CPU burst times): 0.000
Average turnaround time (in CPU burst times): 0.000
Average response time (in CPU burst times): 0.000

Index    Arrival time     CPU Burst Length   Priority    Finish Time      Turnaround Time      Waiting Time    Idle Time      Response Time
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
   0           0                   0           0                   0                   0                   0           0           0
